Date,Adj Close Price
1/2/90,3.610042572
1/3/90,3.730377436
1/4/90,3.745417833
1/5/90,3.760462999
1/8/90,3.760462999
1/9/90,3.64012742
1/10/90,3.625082731
1/11/90,3.579958916
1/12/90,3.549875498
1/15/90,3.549875498
1/16/90,3.534834862
1/17/90,3.519790888
1/18/90,3.4897089
1/19/90,3.474666357
1/22/90,3.369372845
1/23/90,3.279121399
1/24/90,3.294163942
1/25/90,3.264080763
1/26/90,3.188872099
1/29/90,3.113661528
1/30/90,3.038452625
1/31/90,3.098619938
2/1/90,3.128705025
2/2/90,3.143745899
2/5/90,3.128705025
2/6/90,3.113661528
2/7/90,3.128705025
2/8/90,3.128705025
2/9/90,3.113661528
2/12/90,3.128705025
2/13/90,3.098619938
2/14/90,3.173829317
2/15/90,3.249040842
2/16/90,3.264080763
2/20/90,3.173829317
2/21/90,3.158789158
2/22/90,3.113661528
2/23/90,3.068536043
2/26/90,3.128705025
2/27/90,3.068536043
2/28/90,3.083579302
3/1/90,3.068536043
3/2/90,3.128705025
3/5/90,3.173829317
3/6/90,3.203912258
3/7/90,3.218956232
3/8/90,3.309205532
3/9/90,3.23887825
3/12/90,3.315993786
3/13/90,3.315993786
3/14/90,3.285146475
3/15/90,3.223454475
3/16/90,3.161762476
3/19/90,3.192606688
3/20/90,3.100068092
3/21/90,3.038374901
3/22/90,2.976682425
3/23/90,3.100068092
3/26/90,3.007529497
3/27/90,2.992106438
3/28/90,2.976682425
3/29/90,2.930413485
3/30/90,2.884143591
4/2/90,2.837872982
4/3/90,2.930413485
4/4/90,2.930413485
4/5/90,2.837872982
4/6/90,2.822449923
4/9/90,2.868719816
4/10/90,2.868719816
4/11/90,2.884143591
4/12/90,3.022953749
4/16/90,2.976682425
4/17/90,2.992106438
4/18/90,2.976682425
4/19/90,2.945833921
4/20/90,2.868719816
4/23/90,2.930413485
4/24/90,2.961258888
4/25/90,2.961258888
4/26/90,2.930413485
4/27/90,2.914990664
4/30/90,2.884143591
5/1/90,2.930413485
5/2/90,2.899566174
5/3/90,2.930413485
5/4/90,3.069221973
5/7/90,3.130913973
5/8/90,3.11549139
5/9/90,3.053799868
5/10/90,3.084645033
5/11/90,3.177183628
5/14/90,3.223454475
5/15/90,3.315993786
5/16/90,3.269724607
5/17/90,3.269724607
5/18/90,3.300570965
5/21/90,3.315993786
5/22/90,3.33141923
5/23/90,3.33141923
5/24/90,3.33141923
5/25/90,3.346840382
5/29/90,3.377686024
5/30/90,3.377686024
5/31/90,3.377686024
6/1/90,3.454802275
6/4/90,3.501073122
6/5/90,3.5473423
6/6/90,3.531920195
6/7/90,3.516495228
6/8/90,3.501073122
